meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
"['narrowness', 'meanness', 'humbleness']",,9,170,"['いや.しい', 'せま.い']",['ロウ']
"['fall into', 'cave in', 'fall (castle)', 'slide into']",,11,170,"['おちい.る', 'おとしい.れる']",['カン']
['narrow'],,10,170,['せま.い'],"['キョウ', 'コウ']"
"['go up', 'climb']",,10,170,['のぼ.る'],['ショウ']
['place name'],,10,170,[],['セン']
"['climb', 'rise']",,11,170,"['すす.む', 'のぼ.る']","['チョク', 'トク']"
['island'],,10,170,['しま'],"['トウ', 'チョウ']"
['boundary'],,11,170,['ほとり'],['スイ']
['corner'],,11,170,['すみ'],"['スウ', 'シュウ']"
['dry moat'],,12,170,['ほり'],['コウ']
"['narrow', 'obstruct']",,13,170,['せま.い'],"['アイ', 'ヤク']"
['fall'],,13,170,['おち.る'],"['イン', 'エン', 'ウン']"
"['high', 'steep']",,13,170,['けわ.しい'],['カイ']
"['inaccessible place', 'impregnable position', 'steep place', 'sharp eyes']",,16,170,['けわ.しい'],['ケン']
"['fall', 'go around']",,15,170,['みち'],"['スイ', 'ツイ']"
"['hide', 'conceal', 'cover']",,17,170,"['かく.す', 'かく.れる', 'よ.る']","['イン', 'オン']"
"['stallion', 'climb', 'make']",,17,170,['のぼ.る'],"['チョク', 'シツ']"
"['be moist', 'be wet']",,17,170,['さわ'],"['シツ', 'シュウ']"
"['hill', 'mound']",,19,170,['おか'],"['ロウ', 'リョウ']"
"['extend', 'give', 'cast', 'slave radical (no. 171)']",,8,171,[],['タイ']
"['servant', 'prisoner', 'criminal', 'follower']",,17,171,"['したが.う', 'しもべ']",['レイ']
"['bird', 'old bird radical (no. 172)']",,8,172,['とり'],"['サイ', 'スイ']"
['osprey'],,13,172,[],['ショ']
['excel'],,12,172,['すぐ.れる'],"['シュン', 'セン']"
['pheasant'],,13,172,['きじ'],"['ジ', 'チ']"
"['softening', 'mitigation']",,13,172,"['ふさ.ぐ', 'やわら.ぐ']","['ヨウ', 'ユ']"
"['mixed', 'blended', 'mix', 'mingle']",,17,145,"['まじ.える', 'まじ.る']","['ザツ', 'ゾウ']"
"['mixed', 'blended', 'mix', 'mingle']",,18,172,"['まじ.える', 'まじ.る']","['ザツ', 'ゾウ']"
"['quick', 'sudden']",,16,173,['にわか'],['カク']
['carving'],,16,172,"['きざ.む', 'わし', 'ほ.る']",['チョウ']
['hail'],,13,173,['ひょう'],"['ハク', 'ヒョク', 'ボク']"
['sky'],,15,173,['そら'],['ショウ']
"['lightning', 'thunder']",,15,173,['いかづち'],['テイ']
"['big rain', 'long rainy spell']",,16,173,['ひさめ'],['ハイ']
['rainbow'],,16,173,['にじ'],['ゲイ']
"['light rain', 'short while']",,16,173,[],"['ショウ', 'ソウ']"
"['moisten', 'water', 'soak']",,16,173,"['うるお.う', 'うるお.い']",['テン']
['falling rain or snow'],,16,173,['もや'],['ヒ']
['long rainy spell'],,16,173,"['ながあめ', 'ながめ']",['リン']
['sleet'],,16,173,['みぞれ'],"['エイ', 'ヨウ']"
"['raindrops falling from the eaves', 'eaves']",,18,173,['あまだれ'],['リュウ']
['rain lasting at least ten days'],,19,173,[],['イン']
"['hail', 'hailstones', 'small cubes']",,20,173,['あられ'],"['セン', 'サン']"
['thunder'],,21,173,[],"['ヘキ', 'ヒャク']"
['clear up'],,22,173,"['は.れる', 'は.らす']","['セイ', 'サイ']"
['wind-blown dust falling like rain'],,22,173,['つちふる'],['バイ']
"['mist', 'haze', 'fog']",,24,173,['もや'],['アイ']
['cloud cover'],,24,173,[],['タイ']
"['soul', 'spirit']",,24,173,['たま'],"['レイ', 'リョウ']"
"['violent', 'thunder', 'lightening']",,24,173,[],['レキ']
['clouds'],,25,173,[],"['アイ', 'イ']"
['quiet'],,16,174,"['しず-', 'しず.か', 'しず.まる', 'しず.める']","['セイ', 'ジョウ']"
['lean on'],,15,175,"['もた.れる', 'たが.う', 'よ.る']",['コウ']
['pimple'],,14,176,['にきび'],['ホウ']
['unashamed'],,16,176,[],['テン']
['dimple'],,23,176,['えくぼ'],['ヨウ']
['halter and bit'],,11,19,['くつわ'],['ロク']
['quiver'],,12,177,"['うつぼ', 'うつお', 'しな.やか', 'ゆぎ']","['ジン', 'ニン', 'サ', 'サイ', 'サツ']"
"['soft', 'pliable', 'quiver']",,12,177,"['うつぼ', 'うつお', 'しな.やか', 'ゆぎ']","['ジン', 'ニン', 'サ', 'サイ', 'サツ']"
"[""archer's arm protector""]",,13,177,[],['ケツ']
"['martingale', 'breast harness', 'saddle girth', 'fetter', 'shackle', 'carry on back']",,14,177,['むながい'],"['オウ', 'ヨウ']"
"['tanned leather', 'smooth leather']",,14,177,"['なめ.す', 'なめしがわ']","['タン', 'タチ', 'タツ']"
"['reins', 'saddle cover']",,14,177,[],['ヒ']
"['leather tabi', 'Tungusic tribe']",,14,177,[],"['マツ', 'バツ']"
"[""archer's arm protector"", '(kokuji)']",,14,177,['とも'],[]
['straw sandals'],,15,177,"['わらじ', 'くつ']","['アイ', 'カイ']"
"['hard', 'firm']",,15,177,['かたい'],['キョウ']
"['clamp', 'fastener', '(kokuji)']",,15,177,['こはぜ'],[]
"['shoes', 'boots']",,17,177,['くつ'],['トウ']
"['leather boots', 'drum', 'tribe name']",,18,177,['かわぐつ'],"['カツ', 'ガチ', 'セツ', 'ゼチ']"
['swing'],,18,177,"['ふらん.に', 'しりがい']",['シュウ']
['tanned leather'],,18,177,"['なめ.す', 'なめしがわ']","['ジュウ', 'ニュウ']"
['rumbling'],,18,177,[],['トウ']
['bellows'],,19,177,['ふいご'],"['ヒ', 'ビ', 'フク']"
"['whip', 'region name']",,22,177,[],"['ダツ', 'タツ']"
"['swing', 'trapeze']",,24,177,[],['セン']
"['tabi', 'socks', 'stockings']",,23,177,['しとうず'],"['ベツ', 'モチ', 'バツ', 'マチ']"
['tanned leather radical (no. 178)'],,10,178,['そむ.く'],['イ']
"['bag', 'wrapping']",,20,178,"['ゆぶくろ', 'ゆみぶくろ', 'つつ.む']",['トウ']
['leek radical (no. 179)'],,9,179,[],"['キュウ', 'ク']"
['dishes seasoned with vinegar or miso'],,23,210,"['あえもの', 'なます', 'あ.える']","['セイ', 'サイ']"
['dress (salad) vegetables'],,19,179,"['あえもの', 'なます', 'あ.える']","['セイ', 'サイ']"
"['end', 'finally']",,11,117,"['おわ.る', 'ついに', 'わた.る']","['キョウ', 'ケイ']"
"['beautiful', ""emperor Shun's music""]",,14,180,[],['ショウ']
"['rhyme', 'vowel']",,13,180,['ひびき'],['イン']
"['alight', 'land', 'throat', 'neck']",,13,181,['のど'],['コウ']
"['eulogy', 'elogiar', 'alabar', 'encomiar']",,13,181,"['かたち', 'たた.える', 'ほめ.る']","['ショウ', 'ジュ', 'ヨウ']"
"['neck', 'head']",,16,181,['くび'],['ケイ']
"['chin', 'jaw']",,15,181,"['おとがい', 'あご']",['イ']
"['take wing', 'fly up']",,15,181,[],"['ケツ', 'キツ', 'カツ', 'ケチ']"
['nod approval'],,16,181,"['うなず.く', 'あご']","['ガン', 'カン']"
"['decline', 'slide']",,16,181,['くず.れる'],['タイ']
['grain (e.g. rice)'],,17,181,['つ.ぶ'],['カ']
"['face', 'expression']",,18,181,['かお'],['ガン']
"['lower part of face', 'jaw', 'gills of a fish']",,18,181,"['あご', 'えら']",['サイ']
['shudder'],,22,181,['ふる.える'],['セン']
"['manifest', 'display', 'evident', 'clear']",,23,181,"['あきらか', 'あらわ.れる']",['ケン']
"['scowl', 'raise eyebrows']",,24,181,"['ひそ.める', 'しか.める']",['ヒン']
"['head', 'skull']",,25,181,"['かしら', 'あたま']",['ロ']
['cheekbone'],,26,181,[],"['ケン', 'カン']"
['temple (of head)'],,27,181,[],['ショウ']
"['wind from mountains', '(kokuji)']",,12,182,['おろし'],[]
"['sudden', 'quick', 'sound of the wind', 'de repente', 'fácilmente', 'suavemente']",,14,182,['さっ.と'],"['サツ', 'ソウ']"
['typhoon'],,14,182,[],['タイ']
['storm'],,17,182,[],"['グ', 'ク']"
"['turn over', 'wave']",,20,182,"['ひるが.える', 'つむじかぜ']",['ヒョウ']
"['whirlwind', 'cyclone', 'floating']",,20,182,"['ひるが.える', 'つむじかぜ']",['ヒョウ']
['whirlwind'],,21,182,['つむじかぜ'],['ヒョウ']
['Japanese noodles'],,13,184,[],"['ドン', 'トン']"
['satiety'],,13,184,['あき.る'],"['ヨウ', 'オ', 'ヨ']"
['gyoza'],,15,184,[],"['ギョウ', 'キョウ', 'コウ']"
['(dried) boiled rice'],,15,184,"['け', 'かれい', 'かれい.い', 'べんとう']",['ショウ']
"['hunger', 'spoil']",,16,184,['う.える'],"['ダイ', 'イ']"
"['eat', 'late afternoon meal']",,16,184,"['く.う', 'ゆうめし']","['ホ', 'フ']"
"['surplus', 'excess', 'remainder']",,16,184,"['あま.る', 'あま.り', 'あま.す']",['ヨ']
['bean jam'],,17,184,[],"['アン', 'カン']"
"['decorate', 'ornament', 'adorn', 'embellish']",,16,184,"['かざり', 'かざ.る']","['コウ', 'シキ', 'ショク']"
['farewell gift'],,17,184,['はなむけ'],['セン']
"['eat', 'feed', 'advance', 'lure', 'incite', 'food baked in dough']",,17,184,[],['タン']
['rice cake'],,17,184,"['もち', 'もちい']","['ヘイ', 'ヒョウ']"
['rice broth'],,18,184,['かゆ'],['コ']
"['voracious', 'gluttonous']",,18,184,['むさぼ.る'],['テツ']
"['give', 'provide']",,19,184,['おく.る'],['キ']
['steaming rice'],,19,184,[],['リュウ']
"['Japanese noodles', '(kokuji)']",,19,184,['うどん'],['ウン']
['hunger'],,20,184,['う.える'],['キン']
"['bean-jam dumpling', 'manjuu']",,20,184,[],['マン']
"['go bad', 'sour']",,21,184,"['す.える', 'むせ.ぶ']","['イ', 'エイ', 'エツ']"
"['give', 'provide', 'offer']",,21,184,['おく.る'],['キ']
"['hunger', 'thirst']",,21,184,['う.える'],['キ']
['abundant'],,21,184,['ゆたか'],"['ジョウ', 'ニョウ']"
"['food', 'offering']",,21,184,['そな.える'],"['セン', 'サン']"
"['be greedy', 'be ravenous']",,22,184,['むさぼ.る'],['トウ']
['road'],,11,185,[],['キ']
"['behead', 'dismiss']",,17,185,"['くびき.る', 'みみき.る']","['カク', 'キョク']"
['perfume'],,18,186,"['か', 'かお.る']","['クク', 'ヒョク', 'フク']"
['driving (horse)'],,12,187,[],['ギョ']
"['displeasure', 'proper name']",,12,187,"['たの.む', 'よ.る']","['ヒョウ', 'フ', 'フウ']"
['zebra with yellow eyes and red mane'],,14,187,[],"['ブン', 'モン']"
['four horses'],,15,187,[],['シ']
['run fast'],,15,187,"['は.せる', 'はや.い']",['シ']
"['hunchback', 'load']",,15,187,['せむし'],"['ダ', 'タ']"
['stupid'],,15,187,[],['タイ']
"['slow horse', 'foolish fellow']",,15,187,['にぶ.い'],['ド']
['be surprised'],,16,187,"['おどろ.く', 'おどろ.かす']","['ガイ', 'カイ']"
['spots'],,16,187,"['ぶち', 'まだら']","['カク', 'ハク']"
['white horse'],,16,187,['かわらげ'],['ラク']
"[""horse's buttocks"", ""horse's tail"", '(phantom kanji)']",,16,187,[],"['シュウ', 'ジュン']"
"['rage', 'run wild']",,17,187,[],['カン']
"['speed', 'horses running']",,17,187,[],['シン']
"['run fast', 'gallop', 'as one pleases']",,17,187,['はせ.る'],['テイ']
['fast horse'],,18,187,[],['キ']
['grey horse'],,18,187,['あしげ'],['スイ']
['two-horse carriage'],,16,187,['なら.ぶ'],['ヘン']
['deceive'],,19,187,"['かた.る', 'だま.す']",['ヘン']
"['lift up', 'err', 'hopping']",,20,187,[],['ケン']
"['harass', 'bother', 'annoy', 'disturb', 'agitate', 'sad', 'grieved']",,20,187,"['さわ.ぐ', 'うれい', 'さわが.しい']",['ソウ']
"['spur a horse on', 'expel', 'drive away']",,21,187,"['か.ける', 'か.る']",['ク']
['extra driver or horse'],,21,187,['そえうま'],['サン']
['going straight forward'],,20,187,[],['バク']
['white horse'],,21,187,[],['ヒョウ']
['mule'],,21,187,[],['ラ']
"['pride', 'haughtiness']",,22,187,['おご.る'],['キョウ']
"['strong', 'good horse', 'gallant', 'brave', 'ferocious']",,22,187,"['たけし', 'つよ.い']","['ギョウ', 'キョウ']"
['station'],,23,187,[],['エキ']
"['verification', 'effect', 'testing']",,23,187,"['あかし', 'しるし', 'ため.す', 'ためし']","['ケン', 'ゲン']"
"['run', 'suddenly']",,24,187,"['にわか', 'はせ.る']",['シュウ']
['donkey'],,26,187,['うさぎうま'],"['ロ', 'リョ']"
"['fast horse', 'talent']",,26,187,[],['キ']
"[""lift one's head""]",,27,187,['あ.がる'],"['ジョウ', 'ショウ']"
"['greetings', 'be happy', 'celebrate']",,27,187,['よろこ.ぶ'],['カン']
['many horses'],,30,187,[],['ショウ']
['black horse'],,29,187,[],"['リ', 'レイ']"
"['leg', 'shin']",,13,188,['はぎ'],['カン']
"['dice', 'bones']",,14,188,['さい'],['トウ']
['bleached bones'],,16,188,[],['カク']
['thigh'],,18,188,['もも'],"['ヒ', 'ヘイ']"
['skull'],,21,188,[],['ロ']
['skull'],,23,188,[],"['ドク', 'トク']"
"['marrow', 'pith']",,23,188,[],['ズイ']
"['the body', 'substance', 'object', 'reality']",,23,188,"['からだ', 'かたち']","['タイ', 'テイ']"
"['hurry', 'high']",,23,189,[],['ソウ']
"['hair hanging long', 'mane', 'long hair radical (no.190)']",,10,190,[],"['ヒュウ', 'ヒョウ']"
['wig'],,13,190,['かもじ'],"['テイ', 'セキ']"
['dimly'],,14,190,[],['ホウ']
"['bangs', 'long hair', 'excellence']",,14,190,['たれがみ'],"['ボウ', 'モウ']"
"['beard', 'mustache']",,15,190,['ひげ'],['ゼン']
"[""children's long hair"", 'small child']",,15,190,"['うな.る', 'うな.い']",['チョウ']
['hair'],,15,190,['かみ'],['ハツ']
['dimly'],,15,190,[],['フツ']
"['topknot', 'bun', 'coiled hairknot']",,15,190,['たぼ'],['ホウ']
['topknot'],,16,190,"['まげ', 'わげ']",['キョク']
['samurai topknot'],,16,190,"['たぶさ', 'みずら', 'もとどり']","['ケイ', 'キツ']"
"['loose', 'dishevelled', 'pore', 'cavity in overboiled daikon']",,18,190,[],"['ショウ', 'ソウ', 'シュ']"
"['wig', 'hair piece']",,21,190,['かつら'],"['バン', 'マン']"
"['beard', 'mustache']",,22,190,['ひげ'],"['シュ', 'ス']"
"['topknot', 'chignon', 'male hairstyle of looped ponytails']",,23,190,"['わげ', 'みずら']",['カン']
['sideburns'],,24,190,[],"['ビン', 'ヒン']"
['mane'],,25,190,['たてがみ'],['リョウ']
['broken gate radical (no. 191)'],,10,191,[],[]
"['quarrel', 'dispute hotly']",,15,191,['さわが.しい'],"['トウ', 'ドウ']"
"['fight', 'war cry']",,16,191,['とき'],"['コウ', 'グ']"
['quarrel'],,18,191,['せめ.ぐ'],"['ケキ', 'カク', 'ゲキ']"
['fighting'],,20,191,"['たたか.う', 'あらそ.う']",['トウ']
"['lottery', 'lot', 'raffle']",,26,191,['くじ'],['キュウ']
"['fragrant herbs', 'spiced liqueur', 'grow', 'spread']",,10,192,['かおりぐさ'],['チョウ']
['tripod'],,10,193,"['かなえ', 'へだ.てる']","['カク', 'レキ']"
"['soul', 'spirit']",,15,194,['たましい'],"['ハク', 'タク']"
['(god of) drought'],,15,194,[],"['ハツ', 'バツ']"
"['high', 'large', 'Kingdom of Wei', 'antigua región de China', 'Corea']",,18,194,['たか.い'],['ギ']
['spirits of mountains and streams'],,18,194,[],"['モウ', 'ボウ']"
['spirits of trees and rocks'],,18,194,['こだま'],['リョウ']
['mountain spirits'],,21,194,['すだま'],['チ']
['have a nightmare'],,24,194,['うな.される'],"['エン', 'ヨウ']"
['type of sea bream'],,15,195,"['かがみたい', 'おしきうお', 'かがみだい']",['ホウ']
"['sushi', 'seasoned rice']",,16,195,['すし'],['サ']
"['flounder', 'flatfish']",,16,195,['ひらめ'],"['ヒョウ', 'ヘイ']"
['abalone'],,16,195,['あわび'],"['ホ', 'ホウ']"
"['bullhead', '(kokuji)']",,16,195,['かじか'],[]
"['gizzard shad', '(kokuji)']",,16,195,['このしろ'],[]
['angler-fish'],,17,195,[],['アン']
"['dace (carp)', '(kokuji)']",,17,195,"['はえ', 'はや']","['カイ', 'ゲ', 'ガイ']"
"['sushi', 'seasoned rice']",,17,195,['すし'],"['シ', 'キ']"
"['bullhead', 'rockfish', 'razor clam', 'flathead', '(kokuji)']",,17,195,"['めばる', 'まて', 'こち', 'ごり']",[]
"['large mythical fish', 'proper name']",,18,195,[],['コン']
['goby (fish)'],,18,195,"['さめ', 'はぜ']","['サ', 'シャ']"
['octopus'],,18,195,['たこ'],"['ショウ', 'ソウ']"
['type of herring'],,18,195,['いるか'],"['フ', 'ホ']"
"['short necked clam', 'dace', 'chub', '(kokuji)']",,18,195,"['あさり', 'うぐい']",[]
"['yellow fish (herring) eggs (sushi)', '(kokuji)']",,18,195,['かずのこ'],[]
"['flathead (fish)', '(kokuji)']",,18,195,['こち'],[]
['cuttlefish'],,19,195,['するめ'],['エキ']
"['salamander', 'female whale', 'small fish', ""old person's teeth""]",,19,195,['さんしょううお'],['ゲイ']
"['large mythical fish', 'roe']",,19,195,[],['コン']
['mullet (fish)'],,19,195,"['ぼら', 'とど']",['シ']
['herring'],,19,195,"['にしん', 'はららご']",['ヒ']
['horse mackerel'],,22,195,['あじ'],['ソウ']
"['loach', 'lamprey', '(kokuji)']",,19,195,['どじょう'],[]
"['fabulous dolphin-like fish', 'killer whale', '(kokuji)']",,19,195,"['しゃちほこ', 'しゃち']",[]
"['fresh-water catfish', '(kokuji)']",,19,195,['なまず'],['ネン']
"['shrimp', 'prawn', 'lobster']",,20,195,['えび'],['カ']
"['flatfish', 'turbot', 'cod']",,20,195,"['かれい', 'たら']",['カン']
['sturgeon'],,20,195,"['ちょうざめ', 'ひがい']",['コウ']
"['gills', 'gill slits']",,20,195,['えら'],"['サイ', 'シ']"
['loach (fish)'],,20,195,['どじょう'],"['シュ', 'シュウ']"
"['Spanish mackerel', 'carite sierra', 'macarela (pez)']",,20,195,['さわら'],['シュン']
"['sole', 'flatfish', 'flounder']",,20,195,['かれい'],"['チョウ', 'トウ']"
"['abalone', 'puffer fish']",,20,195,"['あわび', 'ふぐ']",['フク']
['herring'],,20,195,['にしん'],['レン']
['a type of fish'],,20,195,['かいらぎ'],['イ']
['sardine'],,21,195,['いわし'],['オン']
['sardine'],,20,195,['いわし'],['オン']
"['widower', 'unmarried man']",,21,195,"['やもめ', 'やもお']","['カン', 'コン']"
['yellowtail'],,21,195,"['ぶり', 'はまち', 'かます']","['シ', 'ソウ']"
"['type of fish', 'mullet']",,21,195,['ぼら'],"['リュウ', 'ル']"
"['sandfish', '(kokuji)']",,21,195,['はたはた'],[]
['anglerfish'],,22,195,[],['コウ']
['huge sea turtle'],,22,195,['おおがめ'],['ゴウ']
['octopus'],,22,195,['たこ'],['ショウ']
['fish bladder'],,22,195,"['ふえ', 'うきぶくろ']",['ヒョウ']
"['sillaginoid', '(kokuji)']",,23,195,['きす'],[]
['lizard fish'],,24,195,"['えそ', 'なます']","['カイ', 'ケ']"
"['conger', 'sea eel']",,24,195,['はも'],['レイ']
['shark'],,26,195,"['ふか', 'ひもの']","['ショウ', 'ヨウ']"
['sea bass'],,27,195,['すずき'],['ロ']
"['wild duck', 'end', 'suffix']",,13,196,"['けり', 'かも']",['フ']
"['wild duck', 'end', 'suffix']",,9,196,"['けり', 'かも']",['フ']
"['grebe', '(kokuji)']",,13,196,['にお'],[]
"['crow', 'raven']",,16,196,['からす'],['ア']
['wild goose'],,15,196,"['かり', 'かりがね']",['ガン']
['wild goose'],,13,196,"['かり', 'かりがね']",['ガン']
['shrike'],,15,196,['もず'],"['ケイ', 'ゲキ', 'ケキ', 'ケツ']"
